scenario,replicate,turtle_id,step,time_s,x_m,y_m,outcome
baseline,0,2,19,95.0,13.0,98.0,active
baseline,0,3,19,95.0,15.0,597.0,active
baseline,0,4,19,95.0,16.0,0.0,active
baseline,0,5,19,95.0,16.0,101.0,active
baseline,0,6,19,95.0,13.0,791.0,active
baseline,0,7,19,95.0,16.0,596.5,active
baseline,0,8,19,95.0,13.0,190.5,active
baseline,0,9,19,95.0,5.5,393.5,active
baseline,0,10,19,95.0,16.0,193.0,active
baseline,0,11,19,95.0,16.0,694.0,active
baseline,0,12,19,95.0,3.0,394.0,active
baseline,0,13,19,95.0,17.0,97.0,active
baseline,0,14,19,95.0,7.5,397.0,active
baseline,0,15,19,95.0,13.5,92.0,active
baseline,0,16,19,95.0,16.0,601.5,active
baseline,0,17,19,95.0,15.0,98.0,active
baseline,0,18,19,95.0,12.5,193.0,active
baseline,0,19,19,95.0,16.0,696.0,active
baseline,0,20,19,95.0,8.0,394.0,active
baseline,0,21,19,95.0,16.5,195.0,active
baseline,0,22,19,95.0,15.5,0.0,active
baseline,0,23,19,95.0,15.5,796.5,active
baseline,0,24,19,95.0,15.0,501.0,active
baseline,0,25,19,95.0,18.5,794.5,active
baseline,0,26,19,95.0,14.0,94.0,active
baseline,0,27,19,95.0,16.0,96.0,active
baseline,0,28,19,95.0,17.5,594.5,active
baseline,0,29,19,95.0,12.0,194.0,active
baseline,0,0,20,100.0,6.0,397.0,active
baseline,0,1,20,100.0,16.5,96.0,active
baseline,0,2,20,100.0,13.5,98.0,active
baseline,0,3,20,100.0,15.0,596.5,active
baseline,0,4,20,100.0,16.5,0.5,active
baseline,0,5,20,100.0,16.5,101.0,active
baseline,0,6,20,100.0,13.0,790.5,active
baseline,0,7,20,100.0,16.5,596.0,active
baseline,0,8,20,100.0,13.5,190.0,active
baseline,0,9,20,100.0,5.0,393.0,active
baseline,0,10,20,100.0,16.0,193.0,active
baseline,0,11,20,100.0,16.5,694.0,active
baseline,0,12,20,100.0,2.5,393.5,active
baseline,0,13,20,100.0,17.5,96.5,active
baseline,0,14,20,100.0,7.0,396.5,active
baseline,0,15,20,100.0,14.0,91.5,active
baseline,0,16,20,100.0,16.0,601.5,active
baseline,0,17,20,100.0,15.5,98.0,active
baseline,0,18,20,100.0,12.0,192.5,active
baseline,0,19,20,100.0,16.5,696.0,active
baseline,0,20,20,100.0,7.5,393.5,active
baseline,0,21,20,100.0,17.0,194.5,active
baseline,0,22,20,100.0,15.5,0.5,active
baseline,0,23,20,100.0,16.0,796.5,active
baseline,0,24,20,100.0,15.5,500.5,active
baseline,0,25,20,100.0,19.0,795.0,active
baseline,0,26,20,100.0,14.5,94.0,active
baseline,0,27,20,100.0,16.5,96.0,active
baseline,0,28,20,100.0,18.0,594.0,active
baseline,0,29,20,100.0,12.5,193.5,active
baseline,0,0,21,105.0,6.0,396.5,active
baseline,0,1,21,105.0,17.0,95.5,active
baseline,0,2,21,105.0,14.0,97.5,active
baseline,0,3,21,105.0,15.5,596.0,active
baseline,0,4,21,105.0,17.0,0.0,active
baseline,0,5,21,105.0,17.0,100.5,active
baseline,0,6,21,105.0,13.0,790.0,active
baseline,0,7,21,105.0,16.5,595.5,active
baseline,0,8,21,105.0,14.0,189.5,active
baseline,0,9,21,105.0,4.5,392.5,active
baseline,0,10,21,105.0,16.0,192.5,active
baseline,0,11,21,105.0,17.0,694.0,active
baseline,0,12,21,105.0,2.5,393.0,active
baseline,0,13,21,105.0,18.0,96.5,active
baseline,0,14,21,105.0,6.5,396.0,active
baseline,0,15,21,105.0,14.5,91.0,active
baseline,0,16,21,105.0,16.5,601.0,active
baseline,0,17,21,105.0,15.5,97.5,active
baseline,0,18,21,105.0,11.5,192.0,active
baseline,0,19,21,105.0,16.5,696.0,active
baseline,0,20,21,105.0,7.0,393.0,active
baseline,0,21,21,105.0,17.0,194.0,active
baseline,0,22,21,105.0,15.5,0.0,active
baseline,0,23,21,105.0,16.5,796.5,active
baseline,0,24,21,105.0,16.0,500.0,active
baseline,0,25,21,105.0,19.0,795.5,active
baseline,0,26,21,105.0,14.5,93.5,active
baseline,0,27,21,105.0,17.0,96.0,active
baseline,0,28,21,105.0,18.5,593.5,active
baseline,0,29,21,105.0,13.0,193.0,active
baseline,0,0,22,110.0,6.0,396.0,active
baseline,0,1,22,110.0,17.5,95.5,active
baseline,0,2,22,110.0,14.0,97.0,active
baseline,0,3,22,110.0,15.5,595.5,active
baseline,0,4,22,110.0,17.0,0.5,active
baseline,0,5,22,110.0,17.5,100.0,active
baseline,0,6,22,110.0,13.5,789.5,active
baseline,0,7,22,110.0,16.5,595.0,active
baseline,0,8,22,110.0,13.5,189.0,active
baseline,0,9,22,110.0,4.0,392.0,active
baseline,0,10,22,110.0,16.5,192.0,active
baseline,0,11,22,110.0,17.5,694.0,active
baseline,0,12,22,110.0,2.5,392.5,active
baseline,0,13,22,110.0,18.0,96.0,active
baseline,0,14,22,110.0,6.0,395.5,active
baseline,0,15,22,110.0,14.5,90.5,active
baseline,0,16,22,110.0,17.0,600.5,active
baseline,0,17,22,110.0,16.0,97.0,active
baseline,0,18,22,110.0,11.5,191.5,active
baseline,0,19,22,110.0,17.0,696.0,active
baseline,0,20,22,110.0,6.5,393.0,active
baseline,0,21,22,110.0,17.0,193.5,active
baseline,0,22,22,110.0,16.0,0.5,active
baseline,0,23,22,110.0,16.5,796.5,active
baseline,0,24,22,110.0,16.5,499.5,active
baseline,0,25,22,110.0,18.5,795.5,active
baseline,0,26,22,110.0,15.0,93.0,active
baseline,0,27,22,110.0,17.5,96.0,active
baseline,0,28,22,110.0,19.0,593.5,active
baseline,0,29,22,110.0,13.5,192.5,active
baseline,0,0,23,115.0,6.0,395.5,active
baseline,0,1,23,115.0,18.0,95.5,active
baseline,0,2,23,115.0,14.0,96.5,active
baseline,0,3,23,115.0,16.0,595.5,active
baseline,0,4,23,115.0,17.0,0.0,active
baseline,0,5,23,115.0,18.0,100.0,active
baseline,0,6,23,115.0,13.5,789.0,active
baseline,0,7,23,115.0,17.0,594.5,active
baseline,0,8,23,115.0,13.0,188.5,active
baseline,0,9,23,115.0,4.0,391.5,active
baseline,0,10,23,115.0,17.0,192.0,active
baseline,0,11,23,115.0,17.5,694.0,active
baseline,0,12,23,115.0,3.0,392.0,active
baseline,0,13,23,115.0,18.0,95.5,active
baseline,0,14,23,115.0,5.5,395.0,active
baseline,0,15,23,115.0,14.0,90.0,active
baseline,0,16,23,115.0,17.5,600.5,active
baseline,0,17,23,115.0,16.0,96.5,active
baseline,0,18,23,115.0,11.5,191.0,active
baseline,0,19,23,115.0,17.5,696.0,active
baseline,0,20,23,115.0,6.0,393.0,active
baseline,0,21,23,115.0,16.5,193.0,active
baseline,0,22,23,115.0,16.5,0.0,active
baseline,0,23,23,115.0,17.0,796.5,active
baseline,0,24,23,115.0,17.0,500.0,active
baseline,0,25,23,115.0,18.0,795.5,active
baseline,0,26,23,115.0,15.0,92.5,active
baseline,0,27,23,115.0,18.0,96.0,active
baseline,0,28,23,115.0,19.5,593.0,active
baseline,0,29,23,115.0,14.0,192.0,active
baseline,0,0,24,120.0,6.0,395.0,active
baseline,0,1,24,120.0,18.5,95.0,active
baseline,0,2,24,120.0,14.5,96.0,active
baseline,0,3,24,120.0,16.5,596.0,active
baseline,0,4,24,120.0,17.0,0.5,active
baseline,0,5,24,120.0,18.5,100.0,active
baseline,0,6,24,120.0,13.0,788.5,active
baseline,0,7,24,120.0,17.5,594.5,active
baseline,0,8,24,120.0,12.5,188.0,active
baseline,0,9,24,120.0,4.5,391.0,active
baseline,0,10,24,120.0,17.5,192.0,active
baseline,0,11,24,120.0,18.0,694.5,active
baseline,0,12,24,120.0,3.5,391.5,active
baseline,0,13,24,120.0,18.5,95.0,active
baseline,0,14,24,120.0,5.0,394.5,active
baseline,0,15,24,120.0,13.5,90.0,active
baseline,0,16,24,120.0,18.0,600.5,active
baseline,0,17,24,120.0,15.5,96.0,active
baseline,0,18,24,120.0,11.0,190.5,active
baseline,0,19,24,120.0,18.0,696.0,active
baseline,0,20,24,120.0,5.5,393.0,active
baseline,0,21,24,120.0,17.0,192.5,active
baseline,0,22,24,120.0,17.0,0.5,active
baseline,0,23,24,120.0,17.5,796.5,active
baseline,0,24,24,120.0,17.5,500.5,active
baseline,0,25,24,120.0,17.5,795.0,active
baseline,0,26,24,120.0,14.5,92.0,active
baseline,0,27,24,120.0,18.0,95.5,active
baseline,0,28,24,120.0,20.0,592.5,active
baseline,0,29,24,120.0,14.5,191.5,active
baseline,0,0,25,125.0,6.0,394.5,active
baseline,0,1,25,125.0,18.5,94.5,active
baseline,0,2,25,125.0,15.0,96.0,active
baseline,0,3,25,125.0,17.0,596.0,active
baseline,0,4,25,125.0,17.5,0.0,active
baseline,0,5,25,125.0,19.0,99.5,active
baseline,0,6,25,125.0,13.5,788.0,active
baseline,0,7,25,125.0,18.0,594.0,active
baseline,0,8,25,125.0,13.0,187.5,active
baseline,0,9,25,125.0,4.5,391.0,active
baseline,0,10,25,125.0,18.0,192.0,active
baseline,0,11,25,125.0,18.5,695.0,active
baseline,0,12,25,125.0,3.5,391.0,active
baseline,0,13,25,125.0,19.0,94.5,active
baseline,0,14,25,125.0,4.5,394.0,active
baseline,0,15,25,125.0,14.0,89.5,active
baseline,0,16,25,125.0,18.5,600.0,active
baseline,0,17,25,125.0,15.5,95.5,active
baseline,0,18,25,125.0,11.5,190.0,active
baseline,0,19,25,125.0,18.5,695.5,active
baseline,0,20,25,125.0,5.0,393.0,active
baseline,0,21,25,125.0,17.5,192.0,active
baseline,0,22,25,125.0,17.5,0.0,active
baseline,0,23,25,125.0,18.0,797.0,active
baseline,0,24,25,125.0,17.5,501.0,active
baseline,0,25,25,125.0,18.0,795.0,active
baseline,0,26,25,125.0,15.0,91.5,active
baseline,0,27,25,125.0,18.5,95.0,active
baseline,0,28,25,125.0,20.5,592.0,active
baseline,0,29,25,125.0,15.0,192.0,active
baseline,0,0,26,130.0,5.5,394.0,active
baseline,0,1,26,130.0,19.0,94.0,active
baseline,0,2,26,130.0,15.5,95.5,active
baseline,0,3,26,130.0,17.5,596.5,active
baseline,0,4,26,130.0,18.0,0.5,active
baseline,0,5,26,130.0,19.5,99.0,active
baseline,0,6,26,130.0,13.5,787.5,active
baseline,0,7,26,130.0,18.5,593.5,active
baseline,0,8,26,130.0,13.5,187.0,active
baseline,0,9,26,130.0,5.0,390.5,active
baseline,0,10,26,130.0,18.5,191.5,active
baseline,0,11,26,130.0,19.0,695.0,active
baseline,0,12,26,130.0,3.5,390.5,active
baseline,0,13,26,130.0,19.5,94.0,active
baseline,0,14,26,130.0,4.5,393.5,active
baseline,0,15,26,130.0,14.5,89.0,active
baseline,0,16,26,130.0,19.0,599.5,active
baseline,0,17,26,130.0,16.0,95.0,active
baseline,0,18,26,130.0,11.5,189.5,active
baseline,0,19,26,130.0,19.0,695.0,active
baseline,0,20,26,130.0,5.0,392.5,active
baseline,0,21,26,130.0,18.0,191.5,active
baseline,0,22,26,130.0,18.0,0.5,active
baseline,0,23,26,130.0,18.5,797.0,active
baseline,0,24,26,130.0,17.5,501.5,active
baseline,0,25,26,130.0,18.5,794.5,active
baseline,0,26,26,130.0,15.5,91.5,active
baseline,0,27,26,130.0,18.5,94.5,active
baseline,0,28,26,130.0,21.0,591.5,active
baseline,0,29,26,130.0,15.5,192.5,active
baseline,0,0,27,135.0,5.5,393.5,active
baseline,0,1,27,135.0,19.5,93.5,active
baseline,0,2,27,135.0,16.0,95.0,active
baseline,0,3,27,135.0,18.0,596.0,active
baseline,0,4,27,135.0,18.5,0.0,active
baseline,0,5,27,135.0,20.0,98.5,active
baseline,0,6,27,135.0,13.0,787.0,active
baseline,0,7,27,135.0,19.0,593.0,active
baseline,0,8,27,135.0,13.5,186.5,active
baseline,0,9,27,135.0,5.0,390.0,active
baseline,0,10,27,135.0,19.0,191.0,active
baseline,0,11,27,135.0,19.5,695.0,active
baseline,0,12,27,135.0,3.5,390.0,active
baseline,0,13,27,135.0,20.0,93.5,active
baseline,0,14,27,135.0,4.5,393.0,active
baseline,0,15,27,135.0,15.0,88.5,active
baseline,0,16,27,135.0,19.5,599.5,active
baseline,0,17,27,135.0,16.5,95.0,active
baseline,0,18,27,135.0,12.0,189.5,active
baseline,0,19,27,135.0,19.0,694.5,active
baseline,0,20,27,135.0,5.0,392.0,active
baseline,0,21,27,135.0,18.5,191.0,active
baseline,0,22,27,135.0,18.5,0.0,active
baseline,0,23,27,135.0,19.0,797.0,active
baseline,0,24,27,135.0,17.0,501.5,active
baseline,0,25,27,135.0,19.0,794.5,active
baseline,0,26,27,135.0,16.0,92.0,active
baseline,0,27,27,135.0,18.0,94.0,active
baseline,0,28,27,135.0,21.5,591.0,active
baseline,0,29,27,135.0,15.0,192.0,active
baseline,0,0,28,140.0,6.0,393.0,active
baseline,0,1,28,140.0,20.0,93.5,active
baseline,0,2,28,140.0,16.5,94.5,active
baseline,0,3,28,140.0,18.5,596.0,active
baseline,0,4,28,140.0,18.5,0.5,active
baseline,0,5,28,140.0,20.0,98.0,active
baseline,0,6,28,140.0,12.5,786.5,active
baseline,0,7,28,140.0,19.0,593.5,active
baseline,0,8,28,140.0,13.5,186.0,active
baseline,0,9,28,140.0,4.5,389.5,active
baseline,0,10,28,140.0,19.5,190.5,active
baseline,0,11,28,140.0,19.5,694.5,active
baseline,0,12,28,140.0,4.0,389.5,active
baseline,0,13,28,140.0,20.0,93.0,active
baseline,0,14,28,140.0,4.5,392.5,active
baseline,0,15,28,140.0,15.5,88.0,active
baseline,0,16,28,140.0,20.0,600.0,active
baseline,0,17,28,140.0,17.0,95.5,active
baseline,0,18,28,140.0,12.5,189.0,active
baseline,0,19,28,140.0,18.5,694.0,active
baseline,0,20,28,140.0,5.0,391.5,active
baseline,0,21,28,140.0,19.0,190.5,active
baseline,0,22,28,140.0,18.5,0.5,active
baseline,0,23,28,140.0,19.5,797.0,active
baseline,0,24,28,140.0,16.5,501.5,active
baseline,0,25,28,140.0,19.5,794.5,active
baseline,0,26,28,140.0,16.5,92.0,active
baseline,0,27,28,140.0,18.5,93.5,active
baseline,0,28,28,140.0,21.5,590.5,active
baseline,0,29,28,140.0,15.0,191.5,active
baseline,0,0,29,145.0,6.5,393.0,active
baseline,0,1,29,145.0,20.5,93.0,active
baseline,0,2,29,145.0,16.5,94.0,active
baseline,0,3,29,145.0,19.0,596.0,active
baseline,0,4,29,145.0,18.5,0.0,active
baseline,0,5,29,145.0,20.5,98.0,active
baseline,0,6,29,145.0,12.5,786.0,active
baseline,0,7,29,145.0,18.5,594.0,active
baseline,0,8,29,145.0,13.5,185.5,active
baseline,0,9,29,145.0,4.5,389.0,active
baseline,0,10,29,145.0,20.0,190.0,active
baseline,0,11,29,145.0,19.5,694.0,active
baseline,0,12,29,145.0,3.5,389.0,active
baseline,0,13,29,145.0,20.5,93.0,active
baseline,0,14,29,145.0,5.0,392.0,active
baseline,0,15,29,145.0,15.5,87.5,active
baseline,0,16,29,145.0,20.5,599.5,active
baseline,0,17,29,145.0,17.5,96.0,active
baseline,0,18,29,145.0,13.0,188.5,active
baseline,0,19,29,145.0,18.0,694.5,active
baseline,0,20,29,145.0,5.0,391.0,active
baseline,0,21,29,145.0,19.5,190.0,active
baseline,0,22,29,145.0,19.0,0.0,active
baseline,0,23,29,145.0,20.0,797.0,active
baseline,0,24,29,145.0,16.0,501.0,active
baseline,0,25,29,145.0,20.0,794.5,active
baseline,0,26,29,145.0,17.0,92.5,active
baseline,0,27,29,145.0,18.5,93.0,active
baseline,0,28,29,145.0,21.5,590.0,active
baseline,0,29,29,145.0,15.0,191.0,active
baseline,0,0,30,150.0,7.0,392.5,active
baseline,0,1,30,150.0,21.0,93.0,active
baseline,0,2,30,150.0,17.0,94.0,active
baseline,0,3,30,150.0,19.5,596.5,active
baseline,0,4,30,150.0,19.0,0.5,active
baseline,0,5,30,150.0,21.0,97.5,active
baseline,0,6,30,150.0,12.5,785.5,active
baseline,0,7,30,150.0,18.0,594.5,active
baseline,0,8,30,150.0,13.5,185.0,active
baseline,0,9,30,150.0,4.5,388.5,active
baseline,0,10,30,150.0,20.5,189.5,active
baseline,0,11,30,150.0,20.0,693.5,active
baseline,0,12,30,150.0,4.0,389.0,active
baseline,0,13,30,150.0,21.0,93.0,active
baseline,0,14,30,150.0,5.0,391.5,active
baseline,0,15,30,150.0,15.5,87.0,active
baseline,0,16,30,150.0,21.0,599.0,active
baseline,0,17,30,150.0,17.5,96.5,active
baseline,0,18,30,150.0,13.5,188.0,active
baseline,0,19,30,150.0,18.5,695.0,active
baseline,0,20,30,150.0,5.5,391.5,active
baseline,0,21,30,150.0,20.0,189.5,active
baseline,0,22,30,150.0,19.5,0.5,active
baseline,0,23,30,150.0,20.5,797.0,active
baseline,0,24,30,150.0,15.5,500.5,active
baseline,0,25,30,150.0,20.5,794.0,active
baseline,0,26,30,150.0,17.5,92.5,active
baseline,0,27,30,150.0,19.0,92.5,active
baseline,0,28,30,150.0,22.0,589.5,active
baseline,0,29,30,150.0,15.0,190.5,active
baseline,0,0,31,155.0,6.5,392.0,active
baseline,0,1,31,155.0,21.5,92.5,active
baseline,0,2,31,155.0,17.5,93.5,active
baseline,0,3,31,155.0,20.0,597.0,active
baseline,0,4,31,155.0,19.5,0.0,active
baseline,0,5,31,155.0,21.5,97.0,active
baseline,0,6,31,155.0,12.0,785.5,active
baseline,0,7,31,155.0,17.5,594.0,active
baseline,0,8,31,155.0,13.5,185.0,active
baseline,0,9,31,155.0,4.5,388.0,active
baseline,0,10,31,155.0,20.0,189.0,active
baseline,0,11,31,155.0,20.5,694.0,active
baseline,0,12,31,155.0,4.5,388.5,active
baseline,0,13,31,155.0,21.5,92.5,active
baseline,0,14,31,155.0,4.5,391.5,active
baseline,0,15,31,155.0,15.5,86.5,active
baseline,0,16,31,155.0,21.5,598.5,active
baseline,0,17,31,155.0,17.0,97.0,active
baseline,0,18,31,155.0,14.0,187.5,active
baseline,0,19,31,155.0,18.5,695.5,active
baseline,0,20,31,155.0,6.0,391.5,active
baseline,0,21,31,155.0,20.5,189.0,active
baseline,0,22,31,155.0,20.0,0.5,active
baseline,0,23,31,155.0,21.0,797.5,active
baseline,0,24,31,155.0,15.5,500.0,active
baseline,0,25,31,155.0,21.0,794.0,active
baseline,0,26,31,155.0,18.0,92.5,active
baseline,0,27,31,155.0,19.5,92.5,active
baseline,0,28,31,155.0,22.5,589.5,active
baseline,0,29,31,155.0,15.5,190.0,active
baseline,0,0,32,160.0,6.0,392.0,active
baseline,0,1,32,160.0,21.5,92.0,active
baseline,0,2,32,160.0,18.0,93.0,active
baseline,0,3,32,160.0,20.0,597.5,active
baseline,0,4,32,160.0,20.0,0.5,active
baseline,0,5,32,160.0,21.0,97.5,active
baseline,0,6,32,160.0,11.5,785.5,active
baseline,0,7,32,160.0,17.5,593.5,active
baseline,0,8,32,160.0,13.5,184.5,active
baseline,0,9,32,160.0,4.5,387.5,active
baseline,0,10,32,160.0,20.0,188.5,active
baseline,0,11,32,160.0,21.0,694.5,active
baseline,0,12,32,160.0,4.0,388.0,active
baseline,0,13,32,160.0,22.0,92.0,active
baseline,0,14,32,160.0,4.0,391.0,active
baseline,0,15,32,160.0,16.0,86.0,active
baseline,0,16,32,160.0,22.0,598.5,active
baseline,0,17,32,160.0,16.5,97.5,active
baseline,0,18,32,160.0,14.0,187.0,active
baseline,0,19,32,160.0,19.0,696.0,active
baseline,0,20,32,160.0,6.5,391.0,active
baseline,0,21,32,160.0,20.5,189.0,active
baseline,0,22,32,160.0,20.5,0.5,active
baseline,0,23,32,160.0,21.5,798.0,active
baseline,0,24,32,160.0,16.0,499.5,active
baseline,0,25,32,160.0,21.5,794.0,active
baseline,0,26,32,160.0,18.5,92.0,active
baseline,0,27,32,160.0,20.0,93.0,active
baseline,0,28,32,160.0,22.5,589.5,active
baseline,0,29,32,160.0,16.0,189.5,active
baseline,0,0,33,165.0,5.5,391.5,active
baseline,0,1,33,165.0,22.0,91.5,active
baseline,0,2,33,165.0,18.0,92.5,active
baseline,0,3,33,165.0,20.5,597.5,active
baseline,0,4,33,165.0,20.0,0.0,active
baseline,0,5,33,165.0,20.5,97.0,active
baseline,0,6,33,165.0,11.0,785.0,active
baseline,0,7,33,165.0,17.0,593.0,active
baseline,0,8,33,165.0,13.5,184.0,active
baseline,0,9,33,165.0,4.5,387.0,active
baseline,0,10,33,165.0,20.5,188.0,active
baseline,0,11,33,165.0,21.0,695.0,active
baseline,0,12,33,165.0,4.5,387.5,active
baseline,0,13,33,165.0,22.0,91.5,active
baseline,0,14,33,165.0,4.0,390.5,active
baseline,0,15,33,165.0,16.5,85.5,active
baseline,0,16,33,165.0,22.5,598.5,active
baseline,0,17,33,165.0,16.5,98.0,active
baseline,0,18,33,165.0,14.0,186.5,active
baseline,0,19,33,165.0,19.5,696.0,active
baseline,0,20,33,165.0,6.5,390.5,active
baseline,0,21,33,165.0,20.5,188.5,active
baseline,0,22,33,165.0,21.0,0.5,active
baseline,0,23,33,165.0,22.0,798.5,active
baseline,0,24,33,165.0,16.5,499.0,active
baseline,0,25,33,165.0,22.0,794.0,active
baseline,0,26,33,165.0,19.0,91.5,active
baseline,0,27,33,165.0,20.5,92.5,active
baseline,0,28,33,165.0,23.0,589.5,active
baseline,0,29,33,165.0,16.0,189.0,active
baseline,0,0,34,170.0,5.0,391.0,active
baseline,0,1,34,170.0,22.0,91.0,active
baseline,0,2,34,170.0,18.5,92.0,active
baseline,0,3,34,170.0,21.0,597.5,active
baseline,0,4,34,170.0,20.0,0.5,active
baseline,0,5,34,170.0,20.5,96.5,active
baseline,0,6,34,170.0,10.5,784.5,active
baseline,0,7,34,170.0,16.5,593.5,active
baseline,0,8,34,170.0,14.0,183.5,active
baseline,0,9,34,170.0,4.5,386.5,active
baseline,0,10,34,170.0,20.0,188.0,active
baseline,0,11,34,170.0,20.5,695.5,active
baseline,0,12,34,170.0,4.5,387.0,active
baseline,0,13,34,170.0,22.5,91.0,active
baseline,0,14,34,170.0,3.5,390.0,active
baseline,0,15,34,170.0,17.0,85.0,active
baseline,0,16,34,170.0,22.5,598.0,active
baseline,0,17,34,170.0,16.0,97.5,active
baseline,0,18,34,170.0,14.0,186.0,active
baseline,0,19,34,170.0,20.0,696.0,active
baseline,0,20,34,170.0,6.0,390.0,active
baseline,0,21,34,170.0,20.5,188.0,active
baseline,0,22,34,170.0,21.5,0.5,active
baseline,0,23,34,170.0,22.5,798.0,active
baseline,0,24,34,170.0,16.0,498.5,active
baseline,0,25,34,170.0,22.5,794.0,active
baseline,0,26,34,170.0,19.5,91.0,active
baseline,0,27,34,170.0,20.5,92.0,active
baseline,0,28,34,170.0,23.5,589.0,active
baseline,0,29,34,170.0,16.5,188.5,active
baseline,0,0,35,175.0,5.0,390.5,active
baseline,0,1,35,175.0,22.5,91.0,active
baseline,0,2,35,175.0,18.5,91.5,active
baseline,0,3,35,175.0,21.5,597.5,active
baseline,0,4,35,175.0,20.0,0.0,active
baseline,0,5,35,175.0,20.0,96.0,active
baseline,0,6,35,175.0,11.0,784.0,active
baseline,0,7,35,175.0,16.0,593.5,active
baseline,0,8,35,175.0,14.5,183.0,active
baseline,0,9,35,175.0,4.5,386.0,active
baseline,0,10,35,175.0,20.5,187.5,active
baseline,0,11,35,175.0,20.0,695.5,active
baseline,0,12,35,175.0,4.5,386.5,active
baseline,0,13,35,175.0,23.0,90.5,active
baseline,0,14,35,175.0,3.5,389.5,active
baseline,0,15,35,175.0,17.5,85.0,active
baseline,0,16,35,175.0,23.0,597.5,active
baseline,0,17,35,175.0,16.0,97.0,active
baseline,0,18,35,175.0,14.5,185.5,active
baseline,0,19,35,175.0,20.5,696.0,active
baseline,0,20,35,175.0,5.5,390.0,active
baseline,0,21,35,175.0,21.0,187.5,active
baseline,0,22,35,175.0,22.0,0.5,active
baseline,0,23,35,175.0,23.0,797.5,active
baseline,0,24,35,175.0,16.0,498.0,active
baseline,0,25,35,175.0,22.0,794.0,active
baseline,0,26,35,175.0,20.0,90.5,active
baseline,0,27,35,175.0,21.0,91.5,active
baseline,0,28,35,175.0,24.0,588.5,active
baseline,0,29,35,175.0,16.5,188.0,active
baseline,0,0,36,180.0,5.0,390.0,active
baseline,0,1,36,180.0,23.0,90.5,active
baseline,0,2,36,180.0,19.0,91.5,active
baseline,0,3,36,180.0,22.0,597.5,active
baseline,0,4,36,180.0,20.5,0.5,active
baseline,0,5,36,180.0,20.5,96.0,active
baseline,0,6,36,180.0,11.5,783.5,active
baseline,0,7,36,180.0,15.5,593.5,active
baseline,0,8,36,180.0,15.0,182.5,active
baseline,0,9,36,180.0,4.0,385.5,active
baseline,0,10,36,180.0,20.5,187.0,active
baseline,0,11,36,180.0,19.5,695.5,active
baseline,0,12,36,180.0,4.0,386.0,active
baseline,0,13,36,180.0,23.5,90.5,active
baseline,0,14,36,180.0,3.0,389.5,active
baseline,0,15,36,180.0,18.0,85.0,active
baseline,0,16,36,180.0,23.5,597.0,active
baseline,0,17,36,180.0,16.0,96.5,active
baseline,0,18,36,180.0,15.0,185.0,active
baseline,0,19,36,180.0,21.0,695.5,active
baseline,0,20,36,180.0,5.0,390.0,active
baseline,0,21,36,180.0,21.0,187.0,active
baseline,0,22,36,180.0,22.5,0.5,active
baseline,0,23,36,180.0,23.0,797.0,active
baseline,0,24,36,180.0,16.0,497.5,active
baseline,0,25,36,180.0,22.5,794.0,active
baseline,0,26,36,180.0,20.0,90.0,active
baseline,0,27,36,180.0,21.5,91.0,active
baseline,0,28,36,180.0,24.5,588.0,active
baseline,0,29,36,180.0,16.0,187.5,active
baseline,0,0,37,185.0,5.0,389.5,active
baseline,0,1,37,185.0,23.0,90.0,active
baseline,0,2,37,185.0,19.5,91.5,active
baseline,0,3,37,185.0,22.5,597.5,active
baseline,0,4,37,185.0,21.0,0.0,active
baseline,0,5,37,185.0,21.0,95.5,active
baseline,0,6,37,185.0,12.0,783.0,active
baseline,0,7,37,185.0,15.0,593.0,active
baseline,0,8,37,185.0,15.0,182.0,active
baseline,0,9,37,185.0,4.5,385.0,active
baseline,0,10,37,185.0,21.0,186.5,active
baseline,0,11,37,185.0,19.5,695.0,active
baseline,0,12,37,185.0,3.5,385.5,active
baseline,0,13,37,185.0,24.0,90.5,active
baseline,0,14,37,185.0,2.5,390.0,active
baseline,0,15,37,185.0,18.5,84.5,active
baseline,0,16,37,185.0,24.0,596.5,active
baseline,0,17,37,185.0,16.0,96.0,active
baseline,0,18,37,185.0,15.5,184.5,active
baseline,0,19,37,185.0,20.5,695.0,active
baseline,0,20,37,185.0,4.5,389.5,active
baseline,0,21,37,185.0,21.5,186.5,active
baseline,0,22,37,185.0,22.5,0.0,active
baseline,0,23,37,185.0,23.5,796.5,active
baseline,0,24,37,185.0,16.5,497.0,active
baseline,0,25,37,185.0,23.0,793.5,active
baseline,0,26,37,185.0,20.5,89.5,active
baseline,0,27,37,185.0,22.0,90.5,active
baseline,0,28,37,185.0,25.0,588.0,active
baseline,0,29,37,185.0,15.5,187.0,active
baseline,0,0,38,190.0,5.0,389.0,active
baseline,0,1,38,190.0,23.5,89.5,active
baseline,0,2,38,190.0,20.0,91.5,active
baseline,0,3,38,190.0,23.0,597.5,active
baseline,0,4,38,190.0,21.5,0.5,active
baseline,0,5,38,190.0,21.5,95.0,active
baseline,0,6,38,190.0,12.5,782.5,active
baseline,0,7,38,190.0,15.0,592.5,active
