scenario,replicate,turtle_id,nest_id,outcome,arrival_sea,disoriented,time_s,path_length_m,direct_distance_m,efficiency,initial_heading_deg,abs_initial_heading_deg,max_landward_displacement_m,landward_step_fraction,remaining_energy,start_x_m,start_y_m,end_x_m,end_y_m
shielded_70pct,0,13,N3,sea,1,0,445.0,54.441125496954236,38.5,0.7071859673833143,-11.309932474020213,11.309932474020213,0.0,0.0,0.6361715988401213,7.5,200.0,46.0,193.0
shielded_70pct,0,14,N9,sea,1,1,410.0,49.69848480983496,36.0,0.7243681600706642,-36.86989764584402,36.86989764584402,0.0,0.0,0.8320051307014125,7.5,800.0,44.0,785.5
shielded_70pct,0,15,N6,sea,1,0,490.0,58.026911934581136,38.505,0.6635714139572013,-29.054604099077146,29.054604099077146,0.0,0.030927835051546393,0.7662983026441337,8.0,499.5,47.0,485.0
shielded_70pct,0,16,N1,sea,1,0,390.0,45.12741699796949,35.0075,0.7757479228553047,-5.710593137499642,5.710593137499642,0.0,0.0,0.9014901558828471,8.0,0.5,43.0,0.0
shielded_70pct,0,17,N3,predated,0,0,15.0,1.7071067811865475,37.995,22.256955697634254,-18.43494882292201,18.43494882292201,0.0,0.0,0.8840312760589911,8.0,200.5,9.5,200.0
shielded_70pct,0,18,N4,sea,1,1,440.0,52.44112549695423,37.0,0.705553125516899,-56.309932474020215,56.309932474020215,0.0,0.023529411764705882,0.7761465661524711,8.0,300.0,45.5,287.0
shielded_70pct,0,19,N2,sea,1,0,495.0,58.73401871576769,36.0,0.6129326885363536,-11.309932474020213,11.309932474020213,0.0,0.08163265306122448,0.9838527921297602,8.5,100.0,44.5,95.5
shielded_70pct,0,20,N7,sea,1,0,490.0,57.73401871576769,36.0,0.623549179509447,21.80140948635181,21.80140948635181,0.0,0.041666666666666664,0.7690528693633579,8.0,600.0,44.5,590.0
shielded_70pct,0,21,N5,sea,1,1,845.0,98.93250352560284,39.9875,0.40418971091388173,-41.18592516570965,41.18592516570965,0.0,0.18012422360248448,0.6645341015053646,7.5,399.5,47.0,365.0
shielded_70pct,0,22,N2,predated,0,0,320.0,35.727922061357845,36.5,1.0216099312273526,29.054604099077146,29.054604099077146,0.0,0.0,0.9590759417665636,8.0,100.0,39.5,101.5
shielded_70pct,0,23,N1,sea,1,0,365.0,42.92031021678295,35.0,0.8154647490482045,26.56505117707799,26.56505117707799,0.0,0.0,0.9067306411217313,8.0,0.0,43.5,1.5
shielded_70pct,0,24,N6,sea,1,1,725.0,83.82590180780454,39.0,0.46524999026457164,16.69924423399362,16.69924423399362,0.0,0.16058394160583941,0.6899325185346783,7.5,500.0,46.5,510.5
shielded_70pct,0,25,N9,sea,1,1,590.0,71.46194077712559,35.5,0.49676792449167956,-29.054604099077146,29.054604099077146,0.0,0.07758620689655173,0.7025690581240749,8.0,800.0,44.0,789.5
shielded_70pct,0,26,N4,sea,1,1,650.0,74.92640687119287,37.5125,0.5006579331168024,11.309932474020213,11.309932474020213,0.0,0.104,0.7165376272521596,7.5,300.5,45.5,305.0
shielded_70pct,0,27,N8,sea,1,0,495.0,58.3198051533946,38.5,0.6601530971980458,-16.69924423399362,16.69924423399362,0.0,0.01020408163265306,0.7749083621794812,7.0,700.0,45.5,701.0
shielded_70pct,0,28,N5,sea,1,1,705.0,80.84062043356599,39.4875,0.4884611200188701,53.13010235415598,53.13010235415598,0.0,0.11764705882352941,0.6270595412045256,8.0,399.5,47.5,392.0
shielded_70pct,0,29,N2,sea,1,0,390.0,46.07716446627531,35.9925,0.7811353067601099,16.69924423399362,16.69924423399362,0.0,0.013157894736842105,0.841694093207912,8.5,99.5,44.5,90.0
shielded_70pct,1,0,N2,sea,1,0,435.0,49.78427124746186,36.5,0.7331632880306723,-11.309932474020213,11.309932474020213,0.0,0.012048192771084338,0.7682075217501055,8.0,100.0,44.5,87.0
shielded_70pct,1,1,N6,sea,1,1,590.0,69.80508652763321,38.5,0.5515357392295374,-36.86989764584402,36.86989764584402,0.0,0.07758620689655173,0.9079781893275889,8.0,500.0,46.5,508.0
shielded_70pct,1,2,N6,sea,1,1,465.0,56.2340187157677,37.9875,0.6755252579760678,-36.86989764584402,36.86989764584402,0.0,0.021505376344086023,0.832296200186419,8.5,500.5,47.0,497.0
shielded_70pct,1,3,N4,sea,1,0,400.0,47.87005768508878,36.0,0.7520358600113777,-5.710593137499642,5.710593137499642,0.0,0.025,0.909092560973427,9.0,300.0,45.5,295.5
shielded_70pct,1,4,N5,predated,0,1,425.0,50.49137802864842,39.0,0.7724091027555576,-48.81407483429036,48.81407483429036,0.0,0.15476190476190477,0.8527284121860316,8.5,400.0,24.5,371.5
shielded_70pct,1,5,N1,sea,1,0,380.0,44.248737341529136,34.5,0.7796832649418999,5.710593137499642,5.710593137499642,0.0,0.013513513513513514,0.8669736752263799,8.5,0.0,43.0,0.0
shielded_70pct,1,6,N6,sea,1,0,425.0,51.02691193458114,39.0,0.7643025713568519,-11.309932474020213,11.309932474020213,0.0,0.0,0.7712350937206607,7.5,500.0,46.5,503.5
shielded_70pct,1,7,N8,sea,1,0,530.0,65.04772721475244,37.0,0.5688131097624056,-29.054604099077146,29.054604099077146,0.0,0.07692307692307693,0.7204160450855104,8.5,700.0,45.5,712.5
shielded_70pct,1,8,N6,sea,1,1,410.0,49.49137802864841,38.5,0.777913275676301,33.690067525979785,33.690067525979785,0.0,0.0,0.8779028168985812,8.0,500.0,46.5,508.0
shielded_70pct,1,9,N7,sea,1,1,495.0,60.062445840513874,36.0075,0.5995010608727473,-48.81407483429036,48.81407483429036,0.0,0.050505050505050504,0.7081753244850598,8.0,600.5,44.5,589.0
shielded_70pct,1,10,N7,predated,0,0,265.0,32.21320343559641,36.0,1.1175541753236216,16.69924423399362,16.69924423399362,0.0,0.1346153846153846,0.9909068268013402,8.0,600.0,24.5,601.5
shielded_70pct,1,11,N6,sea,1,0,560.0,65.06244584051387,38.5,0.5917392053531801,-21.80140948635181,21.80140948635181,3.0,0.08256880733944955,0.7158686967660145,8.0,500.0,47.0,486.0
shielded_70pct,1,12,N2,sea,1,0,425.0,51.11269837220806,35.9925,0.7041792185945422,-21.80140948635181,21.80140948635181,0.0,0.011904761904761904,0.8457959118701648,8.5,99.5,44.5,81.5
shielded_70pct,1,13,N9,sea,1,0,510.0,61.76955262170042,36.0,0.5828114090525686,-11.309932474020213,11.309932474020213,0.0,0.06862745098039216,0.6746197820448758,7.5,800.0,44.0,790.5
shielded_70pct,1,14,N6,sea,1,1,615.0,71.59797974644664,39.0,0.5447081068224631,16.69924423399362,16.69924423399362,0.0,0.08333333333333333,0.7005992585113122,7.5,500.0,47.0,491.5
shielded_70pct,1,15,N4,sea,1,0,470.0,55.90559159102151,37.0,0.6618300414504912,-11.309932474020213,11.309932474020213,0.0,0.0425531914893617,0.8033740568430646,8.0,300.0,45.5,289.0
shielded_70pct,1,16,N8,sea,1,0,425.0,49.99137802864842,37.5,0.750129351875637,-11.309932474020213,11.309932474020213,0.0,0.012048192771084338,0.7377034799895571,8.0,700.0,45.5,689.5
shielded_70pct,1,17,N2,sea,1,0,365.0,44.16295090390222,36.5,0.8264846268860824,5.710593137499642,5.710593137499642,0.0,0.0,0.7285761984378478,8.0,100.0,44.5,93.5
shielded_70pct,1,18,N1,sea,1,0,440.0,51.28427124746187,35.0,0.6824704563142681,0.0,0.0,0.0,0.011627906976744186,0.8374922852878798,8.0,0.0,43.5,0.5
shielded_70pct,1,19,N5,sea,1,1,470.0,56.85533905932733,39.4875,0.6945258027358809,48.81407483429036,48.81407483429036,0.0,0.0,0.7254893392756526,8.0,399.5,47.5,390.5
shielded_70pct,1,20,N4,sea,1,0,445.0,53.52691193458114,37.0,0.6912410722520328,-5.710593137499642,5.710593137499642,0.0,0.03409090909090909,0.8269607820790829,8.0,300.0,45.5,293.5
shielded_70pct,1,21,N2,sea,1,0,470.0,54.78427124746187,36.5,0.6662496218144187,26.56505117707799,26.56505117707799,0.0,0.043010752688172046,0.9524793052037009,8.0,100.0,44.5,92.0
shielded_70pct,1,22,N5,predated,0,1,135.0,15.985281374238573,39.0,2.4397443552574116,36.86989764584402,36.86989764584402,0.0,0.07407407407407407,0.9309290113937405,8.5,400.0,19.0,403.0
shielded_70pct,1,23,N7,sea,1,0,525.0,63.80508652763316,36.0075,0.5643358854220129,21.80140948635181,21.80140948635181,0.0,0.08653846153846154,0.8796625373638883,8.0,600.5,44.5,602.5
shielded_70pct,1,24,N2,sea,1,0,450.0,52.16295090390223,36.9925,0.7091719191299174,-16.69924423399362,16.69924423399362,0.0,0.0,0.9060968331351573,7.5,99.5,44.5,91.5
shielded_70pct,1,25,N8,sea,1,0,465.0,54.405591591021505,37.4925,0.6891295343654961,5.710593137499642,5.710593137499642,0.0,0.054945054945054944,0.9249734424143791,8.0,699.5,45.5,701.0
shielded_70pct,1,26,N8,sea,1,0,465.0,53.07716446627533,37.5,0.7065185259439981,0.0,0.0,0.0,0.011111111111111112,0.736398105187189,8.0,700.0,45.5,695.0
shielded_70pct,1,27,N5,sea,1,1,1015.0,119.62489168102809,40.0,0.334378568188445,33.690067525979785,33.690067525979785,0.0,0.20304568527918782,0.6632611456700472,7.5,400.0,47.5,389.5
shielded_70pct,1,28,N2,sea,1,0,430.0,49.213203435596405,36.5,0.7416708820381155,5.710593137499642,5.710593137499642,0.0,0.011627906976744186,0.7948718776930012,8.0,100.0,44.5,96.5
shielded_70pct,1,29,N1,sea,1,0,365.0,42.09188309203676,35.0,0.8315142357368551,5.710593137499642,5.710593137499642,0.0,0.0,0.7543535881191942,8.0,0.0,43.5,1.5
shielded_70pct,2,0,N7,sea,1,1,445.0,54.64823227814078,36.0125,0.658987463980696,-45.0,45.0,0.0,0.02247191011235955,0.6119017340147322,8.0,599.5,44.5,587.0
shielded_70pct,2,1,N3,sea,1,0,450.0,52.870057685088774,37.9925,0.7186014478420973,-26.56505117707799,26.56505117707799,0.0,0.03333333333333333,0.9252113106581177,8.0,199.5,46.0,187.5
shielded_70pct,2,2,N8,sea,1,1,450.0,51.870057685088774,37.5,0.7229604452662914,-41.18592516570965,41.18592516570965,0.0,0.03409090909090909,0.6593499765549117,8.0,700.0,45.5,692.5
shielded_70pct,2,3,N8,predated,0,0,170.0,19.899494936611667,38.0,1.9095962043783583,5.710593137499642,5.710593137499642,0.0,0.0,0.9984199946753173,7.5,700.0,24.0,705.5
shielded_70pct,2,4,N4,sea,1,0,470.0,55.491378028648406,36.5,0.6577598411983251,0.0,0.0,0.0,0.02127659574468085,0.8827884053124938,8.5,300.0,45.5,296.5
shielded_70pct,2,5,N5,sea,1,1,590.0,70.34062043356593,39.5,0.5615531929705718,33.690067525979785,33.690067525979785,0.0,0.0782608695652174,0.7491869041577032,8.0,400.0,47.5,394.0
shielded_70pct,2,6,N7,sea,1,1,380.0,44.834523779156044,36.0,0.8029526571382188,33.690067525979785,33.690067525979785,0.0,0.0,0.8549505731689325,8.0,600.0,44.5,596.0
shielded_70pct,2,7,N3,sea,1,0,485.0,55.819805153394604,37.995,0.6806723867198842,-5.710593137499642,5.710593137499642,0.0,0.021505376344086023,0.901745869104221,8.0,200.5,46.0,195.5
shielded_70pct,2,8,N2,sea,1,0,415.0,46.00609665440986,37.0,0.8042412351984095,5.710593137499642,5.710593137499642,0.0,0.0,0.9155934811176023,7.5,100.0,44.5,98.5
shielded_70pct,2,9,N6,sea,1,0,585.0,68.18376618407353,39.0,0.5719836580266474,29.054604099077146,29.054604099077146,0.0,0.06140350877192982,0.6663211152188548,7.5,500.0,47.0,499.5
shielded_70pct,2,10,N2,sea,1,0,460.0,52.405591591021505,37.0,0.7060315297793356,0.0,0.0,0.0,0.034482758620689655,0.836998249715075,7.5,100.0,44.5,93.0
shielded_70pct,2,11,N3,sea,1,1,505.0,58.11269837220806,37.495,0.645211822033232,-53.13010235415598,53.13010235415598,0.0,0.01020408163265306,0.5948379602417382,8.5,200.5,46.0,186.0
shielded_70pct,2,12,N6,sea,1,1,520.0,63.25483399593898,38.5,0.6086491350601242,-48.81407483429036,48.81407483429036,0.0,0.03,0.7942972285786489,8.0,500.0,47.0,488.0
shielded_70pct,2,13,N8,sea,1,0,435.0,51.198484809834966,37.4925,0.7322970619005092,-16.69924423399362,16.69924423399362,0.0,0.03529411764705882,0.8372137967546006,8.0,699.5,45.5,688.5
shielded_70pct,2,14,N5,sea,1,0,475.0,55.78427124746187,39.495,0.7079952667087497,0.0,0.0,0.0,0.042105263157894736,0.7743481906463398,8.0,400.5,47.5,398.5
shielded_70pct,2,15,N9,sea,1,0,465.0,54.16295090390223,35.0,0.6461981745067437,0.0,0.0,0.0,0.06451612903225806,0.7555600561245936,8.5,800.0,44.0,790.5
shielded_70pct,2,16,N4,sea,1,1,685.0,77.18376618407353,37.0,0.4793754157028263,5.710593137499642,5.710593137499642,0.0,0.11363636363636363,0.7712095346885213,8.0,300.0,45.5,305.5
shielded_70pct,2,17,N6,predated,0,0,120.0,14.071067811865477,39.0,2.771644662753534,-26.56505117707799,26.56505117707799,0.0,0.0,1.0573242644302197,7.5,500.0,18.0,496.5
shielded_70pct,2,18,N4,sea,1,0,470.0,56.94112549695423,37.0125,0.650013495113998,21.80140948635181,21.80140948635181,0.0,0.02127659574468085,0.7330590931841809,8.0,300.5,45.5,292.0
shielded_70pct,2,19,N1,sea,1,0,445.0,53.61269837220805,35.0,0.6528304126199965,5.710593137499642,5.710593137499642,0.0,0.033707865168539325,0.9138869050713805,8.0,0.0,43.5,2.0
shielded_70pct,2,20,N4,sea,1,0,550.0,66.63351365237935,37.0,0.5552761361651354,-21.80140948635181,21.80140948635181,0.0,0.08333333333333333,0.8627308346236254,8.0,300.0,45.5,282.0
shielded_70pct,2,21,N4,sea,1,0,475.0,54.78427124746187,37.0,0.6753763289625614,-5.710593137499642,5.710593137499642,0.0,0.053763440860215055,0.8217535316492951,8.0,300.0,45.5,285.0
shielded_70pct,2,22,N6,sea,1,0,535.0,61.19848480983495,38.5,0.6291005425973034,11.309932474020213,11.309932474020213,0.0,0.01904761904761905,0.71161124478469,8.0,500.0,47.0,492.5
shielded_70pct,2,23,N5,sea,1,1,745.0,87.1690475583122,39.5,0.45314249847202087,16.69924423399362,16.69924423399362,0.0,0.12244897959183673,0.8972391748139719,8.0,400.0,47.0,378.5
shielded_70pct,2,24,N3,sea,1,0,535.0,60.405591591021505,37.9925,0.628956674362694,-5.710593137499642,5.710593137499642,0.0,0.05825242718446602,0.7113917664909196,8.0,199.5,46.0,190.5
shielded_70pct,2,25,N4,sea,1,0,560.0,63.28427124746186,37.0,0.5846634443386114,0.0,0.0,0.0,0.09090909090909091,0.786112277120485,8.0,300.0,45.5,286.5
shielded_70pct,2,26,N2,sea,1,0,450.0,51.784271247461874,36.0,0.6951917857058669,0.0,0.0,0.0,0.034482758620689655,0.8335294549684228,8.5,100.0,44.5,97.5
shielded_70pct,2,27,N2,sea,1,1,405.0,49.52691193458114,37.0075,0.7472200174499528,-33.690067525979785,33.690067525979785,0.0,0.0,0.7317792407909205,7.5,100.5,44.5,86.5
shielded_70pct,2,28,N3,sea,1,0,515.0,57.905591591021505,37.5,0.6476058523822167,29.054604099077146,29.054604099077146,0.0,0.07142857142857142,0.6573066162378602,8.5,200.0,46.0,195.0
shielded_70pct,2,29,N4,sea,1,0,560.0,62.14823227814078,36.5,0.5873055220081946,-16.69924423399362,16.69924423399362,0.0,0.08653846153846154,0.8172643067311725,8.5,300.0,45.5,297.5
shielded_70pct,3,0,N4,sea,1,1,445.0,51.99137802864841,37.0,0.7116564592616139,-53.13010235415598,53.13010235415598,0.0,0.034482758620689655,0.7902201747839229,8.0,300.0,45.5,304.5
shielded_70pct,3,1,N9,sea,1,0,415.0,49.07716446627531,35.5,0.7233506741082153,-5.710593137499642,5.710593137499642,0.0,0.0,0.8522649352860338,8.0,800.0,44.0,794.5
shielded_70pct,3,2,N3,sea,1,0,405.0,47.33452377915604,38.5,0.813359825475917,-21.80140948635181,21.80140948635181,0.0,0.0,0.81426904192868,7.5,200.0,46.0,188.5
shielded_70pct,3,3,N1,sea,1,0,385.0,45.74873734152913,34.5,0.7541191736603862,11.309932474020213,11.309932474020213,0.0,0.012987012987012988,0.8744754815947915,8.5,0.0,43.5,0.0
shielded_70pct,3,4,N5,predated,0,0,400.0,47.284271247461874,39.495,0.8352671820467152,-21.80140948635181,21.80140948635181,0.0,0.14102564102564102,0.8058337952176972,8.0,400.5,28.5,389.0
shielded_70pct,3,5,N7,sea,1,1,565.0,67.42640687119282,36.0075,0.5340266769484909,48.81407483429036,48.81407483429036,0.0,0.05454545454545454,0.805693331028976,8.0,600.5,44.5,599.0
shielded_70pct,3,6,N3,sea,1,0,430.0,51.11269837220805,37.995,0.7433573497395188,-29.054604099077146,29.054604099077146,0.0,0.011904761904761904,0.855407253626582,8.0,200.5,46.0,196.5
shielded_70pct,3,7,N8,sea,1,0,460.0,52.284271247461874,37.0,0.7076698042682608,-16.69924423399362,16.69924423399362,0.0,0.03409090909090909,0.8485900000678885,8.5,700.0,45.5,699.0
shielded_70pct,3,8,N5,sea,1,0,460.0,53.66295090390222,39.5,0.7360758090015447,21.80140948635181,21.80140948635181,0.0,0.010869565217391304,0.7691335955318724,8.0,400.0,47.5,396.0
shielded_70pct,3,9,N1,sea,1,0,385.0,45.248737341529136,35.0,0.7735022468323579,16.69924423399362,16.69924423399362,0.0,0.013157894736842105,0.8252683452266713,8.0,0.0,43.5,1.0
shielded_70pct,3,10,N7,sea,1,0,535.0,60.16295090390222,36.0,0.5983749044740592,5.710593137499642,5.710593137499642,0.0,0.09523809523809523,0.7089057265752026,8.0,600.0,44.0,600.0
shielded_70pct,3,11,N2,sea,1,1,410.0,47.6274169979695,37.0,0.7768634608418387,36.86989764584402,36.86989764584402,0.0,0.012195121951219513,1.0338862715383839,7.5,100.0,45.0,102.5
shielded_70pct,3,12,N5,sea,1,1,650.0,77.16904755831214,40.0,0.5183425384351716,36.86989764584402,36.86989764584402,0.0,0.09448818897637795,0.7811330620466069,7.5,400.0,47.5,386.5
shielded_70pct,3,13,N7,sea,1,1,625.0,74.34062043356596,35.5125,0.47769980655105687,-60.94539590092286,60.94539590092286,0.0,0.04878048780487805,0.6737329382542755,8.5,599.5,45.0,579.5
shielded_70pct,3,14,N9,sea,1,0,480.0,54.40559159102151,35.0,0.643316228653527,-11.309932474020213,11.309932474020213,0.0,0.01098901098901099,0.7641892171046818,8.5,800.0,44.0,785.5
shielded_70pct,3,15,N5,sea,1,1,1310.0,148.9030662740802,39.4875,0.265189300583756,-48.81407483429036,48.81407483429036,0.0,0.199203187250996,0.5548586812868114,8.0,399.5,46.5,360.0
shielded_70pct,3,16,N8,sea,1,1,470.0,55.441125496954236,36.99,0.6671942473828768,-60.94539590092286,60.94539590092286,0.0,0.01098901098901099,0.9412709633531416,8.5,700.5,45.5,693.0
shielded_70pct,3,17,N7,sea,1,0,500.0,56.57716446627531,36.0,0.6362991206718921,-16.69924423399362,16.69924423399362,0.0,0.020618556701030927,0.9671879741324828,8.0,600.0,44.5,606.5
shielded_70pct,3,18,N6,sea,1,0,490.0,57.3198051533946,38.5,0.6716701129211698,-16.69924423399362,16.69924423399362,0.0,0.010416666666666666,0.768413444523837,8.0,500.0,47.0,497.5
shielded_70pct,3,19,N6,predated,0,0,465.0,53.57716446627532,39.0,0.7279220613578559,-11.309932474020213,11.309932474020213,0.0,0.01098901098901099,0.8264641364349848,7.5,500.0,43.5,499.0
shielded_70pct,3,20,N9,sea,1,0,525.0,61.855339059327335,36.51,0.5902481589338981,-29.054604099077146,29.054604099077146,0.0,0.04854368932038835,0.739484561685026,7.0,799.5,44.0,788.0
shielded_70pct,3,21,N9,sea,1,1,615.0,74.58326112068525,36.0,0.4826820315854438,-5.710593137499642,5.710593137499642,0.0,0.11570247933884298,0.6388727935903471,7.5,800.0,44.0,779.0
shielded_70pct,3,22,N5,sea,1,1,885.0,104.68986283848355,39.5,0.3773049169138845,-16.69924423399362,16.69924423399362,0.0,0.17142857142857143,0.5707388163343324,8.0,400.0,47.0,361.0
shielded_70pct,3,23,N1,sea,1,0,415.0,50.61269837220806,35.0,0.6915260621476537,0.0,0.0,0.0,0.03614457831325301,0.8093768588542195,8.0,0.0,43.5,1.0
shielded_70pct,3,24,N4,sea,1,0,515.0,61.26955262170042,37.505,0.6121311221508169,-21.80140948635181,21.80140948635181,0.0,0.04950495049504951,0.8111656855773913,7.5,299.5,45.5,303.0
shielded_70pct,3,25,N3,predated,0,0,275.0,31.97056274847713,38.0,1.188593403843355,-16.69924423399362,16.69924423399362,0.0,0.037037037037037035,0.7636686479575421,8.0,200.0,28.0,194.0
shielded_70pct,3,26,N5,sea,1,1,650.0,79.3614357137373,40.0,0.5040231397058268,-36.86989764584402,36.86989764584402,0.0,0.1111111111111111,0.7619078071975037,7.5,400.0,47.0,376.0
shielded_70pct,3,27,N2,sea,1,0,390.0,47.284271247461874,36.5075,0.772085495596163,-11.309932474020213,11.309932474020213,0.0,0.0,0.8933380229746553,8.0,100.5,45.0,104.5
shielded_70pct,3,28,N4,predated,0,0,315.0,37.834523779156044,37.0125,0.978273182875136,0.0,0.0,0.0,0.03225806451612903,0.9855173243780131,8.0,300.5,32.0,305.0
shielded_70pct,3,29,N9,sea,1,1,470.0,53.69848480983496,35.5,0.6610987279383742,-33.690067525979785,33.690067525979785,0.0,0.03333333333333333,0.8143117238519606,8.0,800.0,44.0,798.0
shielded_70pct,4,0,N4,sea,1,1,650.0,76.1335136523794,37.005,0.48605401517342794,-26.56505117707799,26.56505117707799,0.0,0.10236220472440945,0.933184038115842,8.0,299.5,45.5,296.0
shielded_70pct,4,1,N5,sea,1,1,1035.0,124.36753236814738,39.0,0.31358666733495916,-5.710593137499642,5.710593137499642,0.0,0.21568627450980393,0.5755383411729076,8.5,400.0,47.5,381.0
shielded_70pct,4,2,N2,sea,1,0,385.0,44.7132034355964,36.5,0.8163136880267042,-5.710593137499642,5.710593137499642,0.0,0.0,0.868495245381992,8.0,100.0,44.5,90.0
shielded_70pct,4,3,N2,sea,1,0,425.0,49.748737341529136,37.0,0.7437374690736769,-29.054604099077146,29.054604099077146,0.0,0.011764705882352941,0.8825005595286146,7.5,100.0,45.0,103.5
shielded_70pct,4,4,N2,sea,1,0,450.0,51.405591591021505,36.5,0.7100394892911822,-5.710593137499642,5.710593137499642,0.0,0.011764705882352941,1.0012883749806054,8.0,100.0,45.0,101.0
shielded_70pct,4,5,N1,sea,1,0,370.0,44.87005768508878,35.0,0.7800301984374582,16.69924423399362,16.69924423399362,0.0,0.0,0.7058380432024006,8.0,0.0,43.5,0.5
shielded_70pct,4,6,N4,sea,1,0,430.0,53.68376618407351,37.0,0.6892213909346934,16.69924423399362,16.69924423399362,0.0,0.023529411764705882,0.9260235884681967,8.0,300.0,45.5,289.0
shielded_70pct,4,7,N9,sea,1,1,460.0,52.45584412271568,35.5,0.6767596746122505,-53.13010235415598,53.13010235415598,0.0,0.0,0.7873407587125333,8.0,800.0,44.0,796.0
shielded_70pct,4,8,N3,sea,1,0,470.0,57.390872965260066,37.9925,0.6619955062017907,-26.56505117707799,26.56505117707799,0.0,0.03260869565217391,0.764128779076926,8.0,199.5,46.0,181.0
shielded_70pct,4,9,N7,sea,1,0,460.0,56.14823227814079,36.0,0.6411599891812667,-5.710593137499642,5.710593137499642,0.0,0.043478260869565216,0.596457023680686,8.0,600.0,44.5,584.0
shielded_70pct,4,10,N8,sea,1,1,450.0,53.284271247461874,37.4925,0.7036316556883736,-41.18592516570965,41.18592516570965,0.0,0.022222222222222223,0.8188263552785592,8.0,699.5,45.5,688.0
shielded_70pct,4,11,N6,sea,1,1,640.0,75.34062043356596,37.5,0.4977394635748566,-29.054604099077146,29.054604099077146,0.0,0.128,0.7707197219830418,9.0,500.0,47.0,491.5
shielded_70pct,4,12,N7,sea,1,1,695.0,80.04772721475253,36.0,0.4497316944854534,11.309932474020213,11.309932474020213,0.0,0.11194029850746269,0.5758229877054419,8.0,600.0,44.5,592.0
shielded_70pct,4,13,N9,sea,1,1,445.0,54.976659402886966,35.5,0.6457285761916594,-56.309932474020215,56.309932474020215,0.0,0.022727272727272728,0.8761280263154682,8.0,800.0,44.0,783.5
